col_oslnp,col_29p4d,col_4bzl7,col_g4elm,col_0l637,col_3zius,col_k7ayf,col_eph8l,col_9t29s,col_4gmox,col_l4kuj,col_lyhls,col_ky2iy,col_gkyng,col_q01lh,col_fe2jd,col_b0oll,col_dwe97,col_q9rrk,col_mkc8l,col_sxciu,col_ahvgp,col_2me64,col_eo0va,col_6v7c9,col_md150,col_grbeg,col_jleb4,col_hc7wj,col_eun3m,col_m74pu,col_ghi4z,col_y88mx,col_wv5nq,col_ur3w6,col_dyf88,col_i6wfm,col_riwps,col_rj5ld,col_be67j,col_0jjaa,target
49.0,168.0,26.0,5.8,9.8,664.0,2.32262569832402,0.37,0.60427807486631,0.05,3.5,1.0,1.89,317.0,113.0,0,0,0,1,0,0,1,0,1.0,1.0,0.0,0.0,0.0,0,1,0,1,0.0,1,0.125,0,1,1.0,0,0,0,0
41.0,156.0,26.0,5.8,9.8,664.0,2.32262569832402,3.1,1.71031746031746,0.05,2.5,1.0,1.89,317.0,431.0,0,0,0,1,0,0,0,0,0.4623430962343096,0.0,0.0,1.0,0.0,0,0,0,1,0.0,1,0.0,0,1,1.0,1,0,0,0
45.0,177.0,32.0,6.7,6.33,1120.0,3.943661971830986,1.22,1.09090909090909,0.05,2.5,1.0,0.193,134.0,204.0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0.0,0,0.0,0,0,1.0,1,0,0,0
47.0,132.0,19.0,5.8,9.8,664.0,2.32262569832402,2.5,1.57083333333333,0.05,2.0,1.0,0.2,147.0,377.0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0.0,0,0.0,0,0,1.0,1,0,0,0
43.0,10.0,16.0,5.8,9.8,664.0,2.32262569832402,0.76,0.491620111731844,0.05,1.5,1.0,1.89,317.0,176.0,0,0,0,0,0,0,0,0,0.4623430962343096,1.0,0.0,0.0,0.0,0,0,1,1,0.0,1,0.0,0,0,1.0,0,0,0,0
57.0,67.0,10.0,3.18,4.91,511.0,2.27111111111111,0.55,0.471111111111111,0.05,1.5,1.0,3.48,191.0,146.0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0.0,1,0.0,0,0,0.0,0,0,0,0
42.0,115.0,11.0,5.8,2.5,759.0,2.67253521126761,0.49,0.475806451612903,0.05,1.5,1.0,3.2,600.0,118.0,0,0,1,1,0,0,0,0,0.4623430962343096,1.0,0.0,0.0,0.0,0,0,0,1,1.0,0,0.0,0,1,1.0,1,0,0,0
47.0,108.0,10.0,5.32,8.7,688.2,2.73095238095238,0.27,0.366935483870968,0.05,1.5,1.0,4.7,465.0,91.0,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0.0,1,0.0,0,0,1.0,0,0,0,0
34.0,168.0,22.0,5.8,17.0,664.0,2.32262569832402,0.3,1.06280193236715,0.05,1.0,1.0,0.2,97.4,220.0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0.0,0,0.0,1,0,1.0,1,0,0,0
28.0,60.0,11.0,1.29,1.29,321.0,0.8966480446927374,1.7,0.5614525139664804,0.05,1.0,1.0,1.3,742.0,201.0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0.0,1,0.0,1,0,0.0,0,1,0,0
57.0,12.0,15.0,5.8,13.0,302.0,1.3422222222222222,2.42,0.7244444444444444,0.05,1.0,1.0,1.89,317.0,163.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0.0,1,0.0,0,0,0.5853242320819113,0,0,0,0
35.0,166.0,18.0,63.8,86.7,1192.0,3.32960893854749,1.6,0.75,0.05,1.0,1.0,1.89,317.0,147.0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,1,0.0,0,0,1.0,1,0,0,0
69.0,2.0,15.0,21.0,21.0,664.0,2.32262569832402,0.7,0.725,0.05,1.0,1.0,3.6,572.0,145.0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0.0,1,0.0,1,0,0.0,0,0,0,0
29.0,64.0,35.0,5.8,2.7,439.0,1.2262569832402237,0.74,0.556910569105691,0.05,1.0,1.0,1.89,317.0,137.0,0,0,0,1,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0,0,0,1,0.0,1,0.0,0,0,0.0,0,1,0,0
37.0,26.0,13.0,5.8,14.9,432.0,1.7142857142857142,1.44,0.5238095238095238,0.05,1.0,1.0,1.34,271.0,132.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0,0,0,1,0.0,1,0.0,1,0,0.5853242320819113,0,1,0,0
60.0,6.0,16.0,5.8,9.8,664.0,2.32262569832402,14.48,0.569543147208122,0.05,1.0,1.0,0.743,218.0,112.2,0,1,0,1,0,0,1,0,0.4623430962343096,1.0,0.0,0.0,0.0,0,0,0,1,0.0,1,0.0,0,0,0.5853242320819113,1,0,0,1
50.0,144.0,40.0,1.8,3.1,852.2,3.38174603174603,14.8,0.54010695187166,0.05,1.0,1.0,2.3,600.0,101.0,0,0,1,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,1,0.0,0,0,1.0,1,0,0,0
34.0,143.0,13.0,5.8,29.7,936.0,2.6145251396648,1.22,0.779329608938548,0.05,1.0,1.0,23.0,600.0,183.0,0,0,0,0,0,0,0,0,0.4623430962343096,0.3917710196779964,0.2432915921288014,0.2415026833631484,0.1234347048300536,0,0,0,0,0.0,1,0.125,0,0,1.0,0,0,0,0
53.0,33.0,16.0,17.1,19.7,513.0,2.32262569832402,1.22,0.779329608938548,0.05,1.0,1.0,7.03,516.0,183.0,0,0,0,0,0,1,0,0,0.0,0.3917710196779964,0.2432915921288014,0.2415026833631484,0.1234347048300536,0,0,0,1,0.0,1,1.0,0,0,0.5853242320819113,0,1,0,0
45.0,12.0,4.0,0.9,1.11,463.0,1.630281690140845,0.2,0.779329608938548,0.05,1.0,1.0,0.272,265.0,183.0,0,0,0,0,0,1,0,0,0.0,0.3917710196779964,0.2432915921288014,0.2415026833631484,0.1234347048300536,0,0,0,1,0.0,0,0.0,0,0,0.0,0,1,0,0
55.0,36.0,9.0,5.8,9.8,664.0,2.32262569832402,1.22,0.779329608938548,0.05,1.0,1.0,1.89,317.0,183.0,0,0,0,0,0,0,0,0,0.0,0.3917710196779964,0.2432915921288014,0.2415026833631484,0.1234347048300536,0,0,0,0,0.0,0,0.0,0,0,1.0,0,0,0,0
37.0,1.0,15.0,21.98,12.62,1600.0,6.63900414,12.2,6.63900414937759,0.05,1.5,1.0,1.89,317.0,1600.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0.0,1,0.0,0,0,0.0,0,0,0,0
47.0,13.0,23.0,5.8,45.04,1398.0,5.547619047,45.04,7.13265306122449,0.05,1.5,1.0,1.89,317.0,1398.0,0,0,1,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0.0,1,0.0,0,0,0.0,0,0,0,0
45.0,244.0,32.0,5.8,36.0,664.0,2.32262569832402,9.46,6.19178082191781,0.05,1.5,1.0,0.75,145.0,1356.0,0,1,0,1,1,1,1,0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,1.0,1,0.0,0,0,1.0,1,0,0,0
36.0,1.0,10.0,5.8,55.0,1344.0,3.75418994413408,55.0,5.33333333333333,0.05,1.5,1.0,1.89,317.0,1344.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0.0,1,0.0,0,0,0.0,0,0,0,0
63.0,80.0,12.0,3.48,7.9,1161.0,5.16,7.9,5.16,0.05,1.5,1.0,1.89,317.0,1161.0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0.0,1,0.125,0,0,0.0,0,0,0,0
52.0,0.0,12.0,2.63,24.0,1000.0,3.96825396825397,4.0,3.96825396825397,0.05,1.5,1.0,1.89,317.0,1000.0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0
52.0,1.0,16.0,5.8,9.8,664.0,2.32262569832402,1.6,4.30222222222222,0.05,1.5,1.0,1.89,317.0,968.0,0,0,0,0,0,1,0,0,0.4623430962343096,0.0,0.0,1.0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0
17.0,5.0,30.0,5.8,9.8,664.0,2.32262569832402,8.89,2.66759776536313,0.05,1.5,1.0,2.08,242.0,955.0,0,0,0,0,0,0,0,0,0.4623430962343096,0.0,0.0,1.0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,1,0,0,0
34.0,97.0,16.0,2.7,3.6,952.0,2.65921787709497,3.6,2.65921787709497,0.05,1.5,1.0,5.08,488.0,952.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0,0,1,1,0.0,1,0.0,0,0,0.0,0,0,0,0
50.0,1.0,11.0,3.8,4.9,805.0,3.19444444444444,4.9,3.57777777777778,0.05,1.5,1.0,8.2,800.0,805.0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0.0,1,0.0,0,0,0.0,0,0,0,0
25.0,206.0,37.0,110.0,90.0,2620.0,7.31843575418994,2.8,3.50239234449761,0.05,1.5,1.0,0.27,157.0,732.0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0.0,0,1.0,0,1,1.0,1,0,0,0
41.0,0.0,30.0,5.8,9.8,664.0,2.32262569832402,31.9,3.25333333333333,0.05,1.5,1.0,1.89,317.0,732.0,0,0,0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0,0,0,0,1,0.0,0,0.0,0,0,1.0,0,0,0,0
36.0,1.0,22.0,39.0,90.0,1600.0,5.63380281690141,50.0,1.90782122905028,0.05,1.5,1.0,70.0,850.0,683.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0.0,1,0.125,0,0,0.0,0,0,0,0
60.0,1.0,16.0,4.62,7.5,681.0,3.02666666666667,7.5,3.405,0.05,1.5,1.0,1.89,317.0,681.0,0,0,1,1,0,1,1,0,0.4623430962343096,0.0,0.0,1.0,0.0,0,0,0,1,0.0,1,0.0,0,0,0.0,0,0,0,1
65.0,156.0,32.0,1.97,2.19,360.0,1.6,1.8,3.36,0.05,1.5,1.0,1.89,317.0,672.0,0,1,0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,1.0,0,0.125,0,0,1.0,1,0,0,1
40.0,1.0,16.0,5.8,5.6,664.0,2.32262569832402,5.6,0.779329608938548,0.05,1.5,1.0,1.89,317.0,668.0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0
26.0,10.0,20.0,25.0,38.0,664.0,2.32262569832402,14.1,1.7877094972067,0.05,1.5,1.0,3.04,317.0,640.0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0,0,0,1,1.0,0,0.0,1,1,1.0,1,0,0,0
55.0,1.0,13.0,5.8,7.8,611.0,2.42460317460317,7.8,2.42460317460317,0.05,1.5,1.0,1.89,317.0,611.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0.0,1,0.125,0,0,0.0,0,0,0,0
33.0,25.0,15.0,5.8,9.8,664.0,2.32262569832402,7.6,2.38095238095238,0.05,1.5,1.0,0.8,588.0,600.0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0.0,1,0.0,0,1,1.0,0,0,0,1
35.0,0.0,10.0,19.9,32.4,664.0,2.32262569832402,5.6,1.67597765363128,0.05,1.5,1.0,0.26,283.0,600.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0.0,0,0.0,0,0,1.0,0,0,0,0
44.0,22.0,12.0,5.8,9.8,664.0,2.32262569832402,0.8,3.0,0.05,1.5,1.0,0.5,170.0,600.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0.0,0,0.0,0,0,1.0,0,0,0,0
45.0,6.0,10.0,5.8,27.7,588.0,2.07042253521127,27.0,2.07042253521127,0.05,1.5,1.0,0.74,253.0,588.0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0.0,1,0.0,1,0,1.0,0,0,0,1
31.0,1.0,12.0,7.95,20.0,574.0,1.60335195530726,1.22,1.60335195530726,0.05,1.5,1.0,1.89,317.0,574.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0.0,1,0.0,0,0,0.0,0,0,0,0
45.0,1.0,29.0,5.8,12.0,569.0,2.25793650793651,12.0,2.25793650793651,0.05,1.5,1.0,1.89,317.0,569.0,0,1,0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0.0,1,0.125,0,0,1.0,0,0,0,0
40.0,26.0,18.0,20.7,36.0,664.0,2.32262569832402,4.1,0.779329608938548,0.05,1.5,1.0,1.52,446.0,560.0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,1,0,0,0,0.0,1,0.0,0,0,0.0,0,0,0,1
24.0,78.0,21.0,5.8,9.8,664.0,2.32262569832402,7.77,1.558659217877095,0.05,1.5,1.0,1.89,317.0,558.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0.2296173044925124,0,0.0,0,0,1.0,0,0,0,0
49.0,84.0,16.0,5.8,9.8,664.0,2.32262569832402,1.49,2.20436507936508,0.05,1.5,1.0,1.5,300.0,555.5,0,0,0,1,0,1,1,0,0.4623430962343096,0.0,0.0,1.0,0.0,0,0,0,0,0.0,1,0.0,0,1,1.0,0,0,0,0
37.0,68.0,9.0,5.8,25.0,664.0,2.32262569832402,1.32,2.44444444444444,0.05,1.5,1.0,0.872,109.0,550.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0
32.0,24.0,16.0,5.8,9.8,664.0,2.32262569832402,2.6,2.40444444444444,0.05,1.5,1.0,4.92,1466.0,541.0,0,0,0,1,0,0,1,0,0.4623430962343096,0.0,0.0,1.0,0.0,0,0,0,0,1.0,1,0.0,0,0,0.0,0,0,0,0
39.0,65.0,16.0,5.8,9.8,664.0,2.32262569832402,4.8,2.4,0.05,1.5,1.0,8.4,957.0,540.0,0,0,0,1,0,0,1,0,0.4623430962343096,0.0,0.0,1.0,0.0,0,0,1,1,0.0,1,0.0,0,1,1.0,0,0,0,0
43.0,144.0,16.0,5.8,9.8,664.0,2.32262569832402,3.26,2.14285714285714,0.05,1.5,1.0,2.3,317.0,540.0,0,0,0,1,0,1,1,0,0.4623430962343096,0.0,0.0,1.0,0.0,0,0,0,0,0.0,1,0.0,0,0,0.0,1,0,0,0
34.0,48.0,24.0,5.8,9.8,664.0,2.32262569832402,1.6,2.06388888888889,0.05,1.5,1.0,0.43,189.0,520.1,0,1,0,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0.0,0,1.0,0,1,1.0,1,0,0,0
46.0,360.0,16.0,5.8,9.8,664.0,2.32262569832402,1.22,2.59,0.05,1.5,1.0,1.07,156.0,518.0,0,0,0,0,0,1,0,0,0.4623430962343096,0.0,0.0,1.0,0.0,0,0,0,0,0.0,1,0.0,0,0,1.0,0,0,0,0
44.0,1.0,16.0,5.8,9.8,664.0,2.32262569832402,6.5,2.45,0.05,1.5,1.0,1.89,317.0,490.0,0,0,0,0,0,0,1,0,0.4623430962343096,0.0,0.0,1.0,0.0,0,0,0,0,1.0,1,0.0,0,0,1.0,0,0,0,0
65.0,137.0,16.0,3.65,3.9,474.0,2.10666666666667,3.9,2.10666666666667,0.05,1.5,1.0,0.1,310.0,474.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0.0,1,0.0,1,0,1.0,0,0,0,0
42.0,81.0,16.0,5.8,14.0,460.0,2.04444444444444,14.0,2.04444444444444,0.05,1.5,1.0,1.89,317.0,460.0,0,0,0,1,0,0,1,0,0.4623430962343096,0.0,0.0,1.0,0.0,0,1,0,1,0.0,1,0.0,0,0,0.0,0,0,0,0
38.0,121.0,30.0,5.8,11.5,664.0,2.32262569832402,1.2,1.8015873015873,0.05,1.5,1.0,1.89,317.0,454.0,0,0,1,1,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,1.0,1,1.0,0,1,1.0,0,0,0,1
39.0,1.0,16.0,4.0,4.7,453.0,1.59507042253521,4.7,1.79761904761905,0.05,1.5,1.0,1.89,317.0,453.0,0,0,0,0,0,1,0,0,0.4623430962343096,0.0,0.0,1.0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0
49.0,99.0,16.0,5.8,9.8,664.0,2.32262569832402,1.71,2.06392694063927,0.05,1.5,1.0,1.89,317.0,452.0,0,1,0,1,0,0,1,0,0.4623430962343096,0.0,0.0,1.0,0.0,0,0,0,0,0.0,0,0.125,0,0,1.0,0,0,0,0
34.0,30.0,5.0,5.8,9.8,664.0,2.32262569832402,5.0,1.57323943661972,0.05,1.5,1.0,1.89,317.0,446.8,0,0,0,0,0,0,0,0,0.4623430962343096,0.0,0.0,0.0,1.0,0,0,1,0,0.0,0,0.0,0,0,0.5853242320819113,1,0,0,0
35.0,14.0,42.0,5.8,9.8,664.0,2.32262569832402,1.52,2.34149377,0.05,1.5,1.0,1.89,317.0,446.0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0
44.0,243.0,16.0,5.8,32.0,664.0,2.32262569832402,4.11,1.995433789954338,0.05,1.5,1.0,1.89,317.0,437.0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0,0,1,0,0.0,1,0.0,0,0,1.0,1,0,0,0
27.0,118.0,11.0,5.8,33.8,745.0,2.08100558659218,1.71,1.80497925311203,0.05,1.5,1.0,1.89,317.0,435.0,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0.0,1,0.125,0,0,0.0,0,0,0,0
40.0,99.0,16.0,5.8,9.8,664.0,2.32262569832402,6.36,2.320855614973262,0.05,1.5,1.0,1.89,317.0,434.0,0,0,0,0,0,1,0,0,0.4623430962343096,0.0,0.0,1.0,0.0,0,0,1,1,0.0,1,0.125,0,0,0.0,0,0,0,0
45.0,188.0,5.0,5.8,11.3,664.0,2.32262569832402,2.08,2.16,0.05,1.5,1.0,0.8,227.0,432.0,0,0,0,1,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1.0,0,1.0,0,0,1.0,0,0,0,0
30.0,18.0,8.0,5.8,0.9,931.0,2.60055865921788,0.14,1.88888888888889,0.05,1.5,1.0,1.89,317.0,425.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0.0,0,0.0,0,0,1.0,0,0,0,0
21.0,240.0,30.0,5.8,9.8,664.0,2.32262569832402,4.18,1.16480446927374,0.05,1.5,1.0,1.89,317.0,417.0,0,1,0,1,0,0,1,0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,1.0,0,0.125,0,1,1.0,0,0,0,1
21.0,1.0,49.0,1.31,1.78,413.9,1.15614525,1.78,1.15614525,0.05,1.5,1.0,1.89,317.0,413.9,0,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0.2296173044925124,1,0.125,1,0,1.0,0,0,0,1
62.0,90.0,17.0,5.8,9.8,664.0,2.32262569832402,5.17,2.06,0.05,1.5,1.0,1.89,317.0,412.0,0,0,0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0.0,1,1.0,0,0,1.0,0,0,0,0
61.0,168.0,20.0,11.0,9.0,833.0,3.70222222222222,1.3,1.76,0.05,1.5,1.0,1.89,317.0,396.0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0.0,1,0.125,0,0,0.0,1,0,0,0
33.0,60.0,13.0,5.8,10.6,511.0,1.42737430167598,5.04,1.053072625698324,0.05,1.5,1.0,1.89,317.0,377.0,0,0,1,0,0,0,0,0,0.4623430962343096,0.0,0.0,1.0,0.0,0,0,0,0,1.0,1,0.0,0,0,1.0,1,1,0,0
30.0,36.0,16.0,5.8,9.8,664.0,2.32262569832402,8.8,1.63555555555556,0.05,1.5,1.0,1.04,268.0,368.0,0,1,0,0,0,0,1,0,0.4623430962343096,0.0,0.0,1.0,0.0,0,0,0,0,0.0,0,0.0,0,0,1.0,0,0,0,1
23.0,2.0,16.0,5.8,9.8,664.0,2.32262569832402,1.22,1.02290502793296,0.05,1.5,1.0,0.8,240.0,366.2,0,0,0,0,0,1,0,0,0.4623430962343096,0.0,0.0,1.0,0.0,0,0,0,0,1.0,0,0.0,0,1,1.0,1,0,0,0
32.0,190.0,30.0,5.8,9.8,664.0,2.32262569832402,0.2,1.44007936507937,0.05,1.5,1.0,1.89,317.0,362.9,0,1,0,1,0,1,1,0,1.0,0.0,0.0,1.0,0.0,0,0,0,1,1.0,1,0.0,0,1,1.0,0,0,0,1
46.0,18.0,10.0,2.8,5.7,578.0,2.29365079365079,1.5,1.41666666666667,0.05,1.5,1.0,0.97,158.0,357.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0.0,1,0.0,0,1,0.0,0,0,0,0
43.0,17.0,12.0,5.8,9.8,664.0,2.32262569832402,18.4,1.41269841269841,0.05,1.5,1.0,0.25,274.0,356.0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0.0,0,0.0,0,1,1.0,1,0,0,0
54.0,252.0,12.0,5.8,9.8,664.0,2.32262569832402,1.19,1.765,0.05,1.5,1.0,1.89,317.0,353.0,0,1,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0.0,1,0.125,0,1,1.0,0,0,0,0
41.0,75.0,20.0,5.8,9.8,664.0,2.32262569832402,0.5,1.232394366197183,0.05,1.5,1.0,2.36,142.0,350.0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0.0,0,0.0,1,0,1.0,0,0,0,0
30.0,48.0,16.0,5.8,9.8,664.0,2.32262569832402,7.0,1.48888888888889,0.05,1.5,1.0,0.9,596.0,335.0,0,0,0,0,0,1,0,0,0.4623430962343096,0.0,0.0,1.0,0.0,0,0,0,0,1.0,1,0.0,0,1,1.0,0,0,0,1
61.0,120.0,3.0,5.8,6.0,400.6,1.78044444444444,1.81,1.665,0.05,1.5,1.0,1.89,317.0,333.0,0,0,0,0,0,1,1,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,1,0.125,0,0,0.0,0,0,0,0
27.0,15.0,16.0,5.8,9.8,664.0,2.32262569832402,1.61,0.61527001,0.05,1.5,1.0,1.89,317.0,330.4,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0.0,0,0.125,0,0,0.0,0,0,0,0
39.0,137.0,16.0,5.8,9.8,664.0,2.32262569832402,1.22,1.32258064516129,0.05,1.5,1.0,1.89,317.0,328.0,0,0,0,1,0,1,0,0,0.4623430962343096,0.0,0.0,1.0,0.0,0,0,0,0,0.0,0,0.0,0,0,1.0,0,0,0,0
44.0,108.0,16.0,5.8,43.1,475.0,1.67253521126761,8.59,1.27777777777778,0.05,1.5,1.0,8.3,338.0,322.0,0,0,0,0,0,0,1,0,0.4623430962343096,0.0,0.0,1.0,0.0,0,0,0,1,1.0,1,0.0,0,1,1.0,0,0,0,0
28.0,156.0,10.0,1.4,5.5,753.0,2.10335195530726,0.8,0.891061452513967,0.05,1.5,1.0,0.5,239.0,319.0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0,1.0,0,0,0,0
30.0,300.0,25.0,5.8,9.8,664.0,2.32262569832402,2.28,1.585,0.05,1.5,1.0,1.0,317.0,317.0,0,0,1,0,0,0,1,0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,0,1.0,0,1,1.0,1,0,0,0
25.0,204.0,38.0,5.8,9.8,664.0,2.32262569832402,18.4,1.60714285714286,0.05,1.5,1.0,0.38,175.0,315.0,0,0,0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0.0,0,0.0,0,0,1.0,1,0,0,0
38.0,0.0,8.0,5.8,1.5,308.4,0.86145251396648,1.5,1.22222222222222,0.05,1.5,1.0,1.89,317.0,308.0,0,0,0,0,0,0,0,0,0.4623430962343096,0.0,0.0,1.0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0
40.0,1.0,16.0,5.8,9.8,664.0,2.32262569832402,3.2,1.19047619047619,0.05,1.5,1.0,1.89,317.0,300.0,0,0,0,0,0,1,0,0,0.4623430962343096,0.0,0.0,1.0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0
22.0,77.0,7.0,0.89,1.4,662.0,1.84916201117318,0.77,0.857541899441341,0.05,1.5,1.0,2.24,311.0,296.0,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,1,1.0,1,0,1.0,0,0,0,0
39.0,14.0,20.0,5.8,9.8,664.0,2.32262569832402,11.0,1.28888888888889,0.05,1.5,1.0,1.89,317.0,290.0,0,0,0,1,0,0,1,0,0.4623430962343096,0.0,0.0,1.0,0.0,0,0,0,0,0.0,1,0.125,0,1,1.0,0,0,0,0
50.0,157.0,13.0,5.8,9.8,664.0,2.32262569832402,1.22,1.28444444444444,0.05,1.5,1.0,1.89,317.0,289.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,1.0,1,0.0,0,0,1.0,1,0,0,0
54.0,58.0,12.0,5.15,11.5,498.0,1.97619047619048,0.13,1.28,0.05,1.5,1.0,4.2,246.0,288.0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0.0,1,0.0,1,0,1.0,0,0,0,0
29.0,21.0,5.0,2.27,8.49,375.0,1.04748603,4.83,0.528864059590317,0.05,1.5,1.0,0.01,311.0,284.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0.0,0,1.0,0,0,0.0,0,0,0,0
20.0,200.0,10.0,0.46,10.0,738.0,1.5279503105590062,14.18,0.9185667752442996,0.05,1.5,1.0,3.36,1069.0,282.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0.0,1,0.0,1,0,0.0,0,0,0,0
34.0,14.0,11.0,5.2,9.2,745.0,2.08100558659218,0.7,0.770949720670391,0.05,1.5,1.0,1.89,317.0,276.0,0,0,0,0,0,0,1,0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,1,0.0,0,0,1.0,0,1,0,0
57.0,66.0,26.0,5.8,35.0,626.0,2.78222222222222,4.18,1.21333333333333,0.05,1.5,1.0,1.89,317.0,273.0,0,0,1,1,1,0,1,0,1.0,0.0,0.0,1.0,0.0,0,1,1,1,0.0,1,0.125,0,0,0.0,0,0,0,0
